thematic;card;id;bearer;reigning;conditions;lockturn;weight;question;power;faith;people;money;load;override_yes;answer_yes;yes;override_no;answer_no;no
battle;_batww_choice;1281;archer>helmet;;>;10;10;Archers$<i>You shoot a barrage of flaming arrows. The monstrous wights surrounding the Walker generals catch fire easily.</i>;1;;;;power++;Press on!;;>_batww_events;Retreat;;>_batww_events
battle;_batww_choice;1282;archer>helmet;;<;10;10;Archers$<i>You shoot a barrage of flaming arrows, but you're too late.</i>;-1-2;;;;power---;Press on!;;>_batww_events;Retreat;;>_batww_events
battle;_batww_events;1296;&hand;;;reign;1000000;<i>Another Walker is coming at you, wave after wave of wights behind him.</i>;;;;;>_batww_choice;;;;;;
battle;_batww_choice;1297;soldier;;>;10;10;Infantry$<i>Your soldiers fight the wights head to head. Many die that day.</i>;0+1;;;;power---;Press on!;;>_batww_events;Retreat;;>_batww_events
battle;_batww_choice;1284;soldier;;<;10;10;Infantry$<i>Your soldiers are butchered by the army of the dead, which they then join a few moments later.</i>;-3-2;;;;power----;Press on!;;>_batww_events;Retreat;;>_batww_events
battle;_batww_events;1278;&hand;;;reign;1000000;<i>The Night King is raising your dead soldiers on the left flank of your army.</i>;;;;;>_batww_choice;;;;;;
battle;_batww_choice;1285;kingsguard;;>;10;10;Knights$<i>A company of Knights armed with Valyrian steel manages to repel the Night King before he can raise too many of your own.</i>;1;;;;power+;Press on!;;>_batww_events;Retreat;;>_batww_events
battle;_batww_choice;1286;kingsguard;;<;10;10;Knights$<i>Your Knights fought bravely but they're quickly surrounded by the wights.</i>;-1;;;;power---;Press on!;;>_batww_events;Retreat;;>_batww_events
battle;_batww_events;1279;&maester;;;reign;100;<i>The Night King is riding the blue-eyed Viserion.</i>;;;;;>_batww_choice;;;;;;
battle;_batww_choice;1289;drogon>open1;;dragonww and >;10;10;Drogon$DRACARYS! <i>Daenerys shouts and Drogon soars to counter his dead brother. And prevails.</i>;1;;;;power+++;Press on!;;>_batww_events;Retreat;;>_batww_events
battle;_batww_choice;1290;drogon>open1;;dragonww and <;10;10;Drogon$DRACARYS! <i>Drogon ascends in to the air and destoys half the army of the dead before a giant arrow pierces his heart.</i>;0+1;;;;power-----;Press on!;;>_batww_events;Retreat;;>_batww_events
battle;_batww_choice;1287;scorpion;;!dragonww and >1279;10;10;Scorpion$<i>A bolt arches with precision toward Viserion and strikes! The dragon wight shrieks and falls, a cloud of glass and powdered bone.</i>;2;;;;power++;Press on!;;>_batww_events;Retreat;;>_batww_events
battle;_batww_choice;1288;scorpion;;!dragonww and <;10;10;Scorpion$<i>The scorpion is armed and fired, but Viserion is too far away.</i>;-2;;;;power---;Press on!;;>_batww_events;Retreat;;>_batww_events
walkers;_batww_results;1291;military;;;;10;All is lost! Run Your Majesty, run!;;;;;!inc_battle;What...;;>_fullend_walkers;What...;;>_fullend_walkers
walkers;_batww_results;1187;military;;power>50;;max;Our army has pierced the enemy flank! The Walkers are dead. We are safe!;;;;;!winter and summer and !inc_battle;Let's rejoice;;set_hills and power=30 and faith=30 and money=20 and people=40;We have much to rebuild;;set_hills and power=30 and faith=40 and money=50 and people=20
death;;1101;septa;;faith=0 and cersei_super;;max;Your pride and cruelty are as foul as your blasphemy. Humble yourself before the Seven, rule with faith, and we will spare you.;;4;-1;1;;But will I spare you?;<i>The Septa begins to tremble in the cold surety of your gaze, defiance giving way to fear. You allow her to flee, and the Faith sends a tribute the following day.</i>;;What...;;>_end_shame
death;;194;pious;;faith=0 and storm;;max;Pray with me for the mercy of the Mother. My friend, we will not see the sun again, the horrors of winter are here...;0-9;;0-9;0-9;add_walker;We will fight;;>_end_walkers;;;>_end_walkers
death;;45;pious;;faith=0;;max;The Seven have no use for a ruler like you. Embrace the faith by showing humility, and we may spare you.;;;;;;What...;;>_end_shame;What...;;>_end_shame
death;_end_shame;53;end>flea_bottom;;;;100;<i>Your walk of shame ends bloodily in a dark alley of Flea Bottom.</i>;;;;;;;;;;;
death;;1102;noble;;faith=100 and arya_super;;max;The Faith of the Seven is as strong as ever and they want you gone. The septons hired an assassin. Me. Valar morghulis.;;-4;;-1;;Valar dohaeris;<i>The assassin ceases his attack instantly then nods nonchalantly.</i> All men must serve. Septons will change their minds. A man gives a promise.;;What...;;>_end_heart
death;;1145;pious;;faith=100 and storm;;max;Pray with me for the justice of the Father. My friend, we will not see the sun again, the horrors of winter are here...;0-9;;0-9;0-9;add_walker;Let's meet them!;;>_end_walkers;What...;;>_end_walkers
death;;46;noble;;faith=100;;max;The Faith of the Seven is as strong as ever, and they want you gone. The Septons hired an assassin. Me. Valar morghulis.;;;;;;What...;;>_end_heart;What...;;>_end_heart
death;_end_heart;54;end>heart;;;;100;<i>The faceless man doesn't seem to move an inch, yet you see your own heart torn from your chest.</i>;;;;;;;;;;;
death;;1103;military;;power=100 and jon_super;;max;Your Grace, it's time for your bath. Your tyranny requires a special kind of cleansing.;-4;;;-1;;<i>Sullen look</i>;<i>The traitor is dragged from your room by a motley crew of smallfolk, wildlings and black brothers. He is allowed no words in defense before he dies.</i>;;What...;;>_end_wildfire
death;;1146;military;;power=100 and storm;;max;The army of the dead is now gathered in the Neck. The North is dead. All is dead.;;0-9;0-9;0-9;add_walker;Retreat!;;>_end_walkers;Never!;;>_end_walkers
death;;47;military;;power=100;;max;Your Grace, it's time for your bath. Your tyranny requires a special kind of cleansing.;;;;;;What...;;>_end_wildfire;What...;;>_end_wildfire
death;_end_wildfire;55;end>wildfire;;;;100;<i>You're thrown into a large cauldron of wildfire. You swallow flames with your final scream.</i>;;;;;;;;;;;
death;;1813;melisandre>fire;daenerys;>55;del;10000;Even Daenerys cannot escape the purifying rage of the green flames.;;;;;;...;;>_ruler_choice;...;;>_ruler_choice
death;;1107;people;;people=100 and daenerys_super;;max;A group of enraged Lords is fomenting a coup! Quick, you need to escape, they are here!;1;-1;-4;;;DRACARYS!;<i>The sight of Drogon above the Red Keep quickly appeases the revolutionary ardor of the rebellious Lords.</i>;;What...;;>_end_pole
death;;1148;noble;;people=100 and storm;;max;I despair to tell you that Winterfell has fallen. We will not survive winter.;0-9;0-9;;0-9;add_walker;We will;;>_end_walkers;Gather the men;;>_end_walkers
death;;51;people;;people=100;;max;A group of enraged Lords is fomenting a coup! Quick, you need to escape, they are here!;;;;;;What...;;>_end_pole;What...;;>_end_pole
death;_end_pole;59;end>pole;;;;100;<i>Tied to a pole and hooded, abhorrent acts are committed upon your person before the mercy of death is granted to you.</i>;;;;;;;;;;;
death;;1104;noble;;power=0 and sansa_super;;max;All power now belongs to your rivals. They've decided to get rid of you. Your trial starts tomorrow.;4;;1;;;Call the banners!;<i>At your call, men from every corner of the vast North rally behind you. Your claim to the throne is stronger than ever.</i> ;;What...;;>_end_grey
death;;193;military;;power=0 and storm;;max;The army of the dead is now gathered in the Neck. The North is lost. All is lost.;;0-9;0-9;0-9;add_walker;Retreat!;;>_end_walkers;Never!;;>_end_walkers
death;;48;noble;;power=0;;max;All power now belongs to your rivals. They've decided to get rid of you. Your trial starts tomorrow.;;;;;;What...;;>_end_grey;What...;;>_end_grey
death;_end_grey;56;end>greyscale;;;;100;<i>You're exiled to Old Valyria. Very soon greyscale turns your skin to stone.</i>;;;;;;;;;;;
death;;1105;anyone;;money=100 and jaime_super;;max;The wealth of the Crown is attracting many greedy eyes. I'm afraid for you, my (King*Queen), a lot of us are.;;;;-4;;Leave me alone;<i>Your bed stays cold and undisturbed that night, like all the nights before.</i>;;What...;;>_end_kiss
death;;1147;&spider;;money=100 and storm;;max;White Harbor has been swept away by the army of the dead. No army can stop them.;0-9;0-9;0-9;;add_walker;Mine will;;>_end_walkers;My horse;;>_end_walkers
death;;49;anyone;;money=100 and dynasty>0;;max;The wealth of the Crown is attracting many greedy eyes. I'm afraid for you, my (King*Queen), a lot of us are.;;;;;;What...;;>_end_kiss;What...;;>_end_kiss
death;_end_kiss;57;end>kiss;;;;100;<i>That night, the kiss of your lover is both sweet and poisonous. Your agony lasts until sunrise.</i>;;;;;;;;;;;
death;;1106;!banker;;money=0 and tyrion_super;;max;An emissary of the Iron Bank is here, the City Watch is now at his command. They know who's paying them...;;-1;;4;;Excellent! Bring him in;<i>You amaze the emissary of the Iron Bank with an ingenious tax scheme on religious pilgrimages. He instantly lends you a new line of credit.</i>;;What...;;>_end_swords
death;;192;&spider;;money=0 and storm;;max;White Harbor has been swept away by the army of the dead. No wall can stop them.;0-9;0-9;0-9;;add_walker;Mine will;;>_end_walkers;My horse;;>_end_walkers
death;;50;!banker;;money=0;;max;An emissary of the Iron Bank is here, the City Watch is now at his command. They know who's paying them...;;;;;;What...;;>_end_swords;What...;;>_end_swords
death;_end_swords;58;end>swords;;;;100;<i>Forty swords are plunged into your body by the Gold Cloaks surrounding you.</i>;;;;;;;;;;;
death;;1108;anyone;;people=0 and gendry_super;;max;An angry mob is breaking through the castle gates as we speak!;-1;;4;-1;;Let me talk to them;<i>The leader of the mob is a tanner you used to buy your work aprons from. You make a joke, share a a pint and vow to help the people.</i>;;What...;;>_end_keep
death;;191;noble;;people=0 and storm;;max;I despair to tell you that Winterfell has fallen. We will all be dead soon.;0-9;0-9;;0-9;add_walker;We will;;>_end_walkers;Gather the men;;>_end_walkers
death;;52;anyone;;people=0;;max;An angry mob is breaking through the castle gates as we speak!;;;;;;What...;;>_end_keep;What...;;>_end_keep
death;_end_keep;60;end>red_keep;;;;100;<i>You escape to the labyrinthine passageways below the Red Keep. Alone and in despair, you never find your way out.</i>;;;;;;;;;;;
recruit;;240;hand;;!has_pyromancer and kingslanding and !seen_241;500;200;We've found a rat lurking in the lower levels of the castle...;1;;;;;Show me;;> and add_pyromancer;Another day;;
recruit;_;241;pyromancer;;;;;Your Grace, Your Majesty, Your Highness, I am <pyromancer>, the proud leader of the Alchemist's Guild.;2+1;-2-1;-1;;;I see;;;Away with you;;del_pyromancer
recruit;cleganeon;1533;goldcloak;arya;!has_clegane;500;180;We caught a peculiar piece of scum brawling in the outskirts of the city. I think he may be someone you know.;;;1;;;Send him in;;add_clegane and >;No, I just want more wine;;
recruit;_;1534;clegane;arya;;;;You may be wearin' Cersei's face, but I'd know your flea-bitten stink anywhere. Got to Braavos in the end, did you?;-1;;;;;What do you want?;;>;You're mad;;>_1535
recruit;_;1814;clegane;arya;;;;Strong ale would be nice.;;;;;;Enough!;;>;;;>
recruit;_;1535;clegane;arya;;;;The Faceless Queen. Sounds like a legend. But it's not time to tell it yet, eh?;;;;;;Why did you come?;Few things to finish here, so I'll be seein' ye. <i>He grunts cryptically, bows and leaves.</i>;>>>>;You'd better not;Don't plan to, <i>he grunts, giving you a serious look.</i> Got some things to finish here, so I'll be seein' ye.;>>>>
recruit;_;1536;clegane;arya;;;;It's done, my brother is dead. Definitely dead. Before you ask, yes it was the right thing to do AND I still enjoyed it.;;;1;;;You're a real hero;;>;Just leave now;;
recruit;_;1537;clegane;arya;;;;Only about as much as you're a real Queen. <i>He scowls.</i> Now if your Majesty will permit, I'll soon ride north.;;;1;;;I will miss you;;;Just leave now;;
recruit;;1538;clegane;arya;;500;200;Still got that list of yours? Got the stomach for killing yet?;1;-1;;;;Oh yes;;;It's over;;
recruit;;1539;clegane;arya;;500;200;So when you did Cersei Lannister in... how'd it feel?;;-1-1;0-1;;;Wonderful;;;I don't feel;;
recruit;;1540;clegane;arya;winter;400;200;Lost my stomach for the smell of human bodies. All that's left for me is to fight the dead. Put me on yer army's vanguard.;2-1;;;;;All right;;;Never;;
recruit;;1541;clegane;sansa;winter and !has_clegane;500;400;I'm riding North with yer brother's army. Don't have much hope, so I... seeing as it's the end of things, I...;;1;-1;;;You will return;<i>The grizzled, inarticulate Hound stares at you for a moment longer, then gives an oddly graceful bow as he leaves.</i>;del_clegane;<i>Kiss him</i>;<i>You gently kiss the burned face of the Hound who once saved you. He leaves without another word.</i>;del_clegane
recruit;;255;&hand;lannister;!has_clegane;500;110;The Mountain, or what was left of him, was discovered in the large hearth of the Kitchen. He roasted alive in his armor.;1;;1;;;Who is responsible?;;> and add_clegane;I needed him;;> and add_clegane
recruit;_;256;clegane;;;;;So, I assume you found my brother? <i>He's bound in chains which doesn't prevent him from spitting in your face.</i>;1+1;;-1-1;;;You're dead;;kill_clegane;Why?;;>
recruit;_;257;clegane;;;;;<i>He ignores you, looks around.</i> Didn't change much here. Still a shithole draped in silk.;1+1;-1-1;;;;You're dead;;kill_clegane;You want to die;;>
recruit;_;258;clegane;;;;;And why wouldn't you kill me? It's not like you would drown in tears of remorse. <i>He laughs.</i>;1;;-1;;;You're free to go;;>>;Bend the knee;<i>He leaves the room, still laughing</i>;>>
recruit;_;1490;maester;cersei;;;;Let me try to restore the spark of life to the Mountain once again. There's just enough left of him in this carcass.;3;-1;-1;-1;;;;mountaindrama;;;
recruit;;1491;maester;cersei;mountaindrama;150;400;Something is amiss with your protector, the Mountain. I must admit him to my private hospital.;1;;-1;;;Fix him!;;>;Unacceptable;;>
recruit;_;1492;maester;cersei;;;;The residue of his old life still clings to him. It's most fascinating... but unpredictable. Allow me to study him, for your safety.;;;;-1-1;;Make it quick;<i>The silent hulk is by your side again before long. He's developing a putrid scent, but you feel vulnerable without him.</i>;>>;No, I need him with me;<i>Your guardian knight does smell slightly putrid. But without him, who would protect you? Or fear you?</i>;>>
recruit;_;1493;maester;cersei;;;;The- The Mountain... He came upon us at the gates, and with no warning, broke Ser Crakehall's neck! My Queen, why?;-1;;;;;I don't know;;>;I ordered it;;>>
