thematic;card;id;bearer;sign;conditions;lockturn;weight;question;override_yes;answer_yes;yes_church;yes_kingdom;yes_people;yes_economy;yes_custom;override_no;answer_no;no_church;no_kingdom;no_people;no_economy;no_custom;load_custom;vide
deaths;_endvines;161;end>allergy;;;;;<i>You feel the sting of poison too late to cry murder! Everyone thinks you died choking on your cake.</i>;;;;;;;;;;;;;;;;
duel;play_pistol;1382;ravenna;;see_ravenna and !assassin;;10;In my land dueling is a sacred way to resolve grievances. We have no conflicts right now, do we?;I guess not;;;6;6;;>>>_ravtrap;I don't trust you!;;;-18;-10;;>>>_ravtrap;;
duel;play_pistol;749;ravenna;;see_ravenna and assassin;;10;You wish to duel, sweetest friend? Very well, if we must. Let us go to your duel room.;;;;;;;>;;Then let's forget it, <i>she says lightly.</i>;;-10;-10;;;;
duel;_duel_ravenna1;750;owl;;;;;Twoo-whoo, a sorceress you'll duel? This will be hard. Think tarot cards, and fire when you hear 'the Fool.';Got it;<i>You and <ravenna> take your positions and prepare to duel.</i>;;;;;> and mus_owl;What?;<i>It seems the Owl is already beginning!</i>;;;;;> and mus_owl;;
duel;_duel_ravenna2;751;owl>timer;;;;;A water bearer, under a celestial sky.;<i>Fire!</i>;;;;;;>_duel_missed;<i>Step forward</i>;;;;;;>;;
duel;_duel_ravenna3;752;owl>timer;;;;;A merry man hung upside down.;<i>Fire!</i>;;;;;;>_duel_missed;<i>Step forward</i>;;;;;;>;;
duel;_duel_ravenna4;753;owl>timer;;;;;A figure of wisdom upon his throne.;<i>Fire!</i>;;;;;;>_duel_missed;<i>Step forward</i>;;;;;;>;;
duel;_duel_ravenna5;754;owl>timer;;;;;A youth at the beginning of the path.;<i>Fire!</i>;;;;;;>_won_vengeful;<i>Step forward</i>;;;;;;>;;
duel;_duel_ravenna6;755;owl>timer;;;;;Two beasts rampant of an evening.;<i>Fire!</i>;;;;;;>_duel_missed;<i>Step forward</i>;;;;;;>;;
duel;_duel_ravenna7;756;owl>timer;;;;;A tall structure tumbling down.;<i>Fire!</i>;;;;;;>_duel_die;<i>Step forward</i>;;;;;;>_duel_die;;
ravenna;_won_vengeful;757;ravenna;;;;;You are stronger than I ever knew, my dear. I was wrong. From now on, let us be true allies at last.;Let's;;;-16;15;;>;I beat you, I beat you!;;;8;-16;;>;;
ravenna;_;758;monument;;;;;Let us build a monument to our friendship in your city. For as long as it stands, I pledge my loyalty to you.;Thank you;Should it ever fall, find me again under the sign of alliance, <i>she smiles.</i>;;10;10;-10;statue and >>>;I refuse!;;;-5;-5;;;;
ravenna;_;759;archbishop;;;;;What is this heathenous monument?! It represents an alliance with black magic. The church's duty is to tear it down!;Good idea;<i>When the monument falls, so too does your military alliance with the Northwest.</i>;20;-7;-5;-10;!statue and >>>ravconcern;No!;;-23;10;10;8;>>>ravconcern;;
ravenna;;760;ravenna;aquarius;!statue;100;40;You and I are such good gal pals, aren't we? Why not build a new monument to our friendship?;I accept!;;-10;;10;;statue;That's a little intense;;10;;-10;;;;
ravenna;;162;ravenna;;;400;12;Let's you and I hold hands in public. The Cardinal would be furious, but powerless to stop us.;;;-15;5;5;;;;;8;-22;-10;;;;
ravenna;;163;ravenna;;;400;10;Share your harvest with us! Suggest it to your husband, won't you, my friend?;;;;10;-15;-10;;;;;-10;5;8;;;
ravenna;;164;ravenna;;;400;16;Oh, let us women dress these old saint statues with flowers. Who cares about the church?;;;-25;-8;10;;;;;8;;-8;;;;
ravenna;ravconcern;393;ravenna;;;400;18;The Cardinal's men suggested we leave your land soon. Are we in danger?;;;10;-15;-10;;;Nah;;-18;5;18;;;;
ravenna;;394;ravenna;;has_witch;del;30;I met your court witch. She is very wise. Almost as if she is not from our time... do you know her well?;;;-5;-5;12;;;Not really...;;5;5;-12;;;;
ravenna;;165;ravenna;;;400;10;Let's present an evening of foreign music for the ladies. Will the Queen sing?;Of course;;-15;5;14;-5;;Better not;;15;-10;;;;;
ravenna;;166;ravenna;scorpio;has_handmaid;400;20;That maid of yours is sweet and skilled. Please let me take her home with me? I'll pay.;;;;4;-15;15;>;;;;-10;10;;;;
ravenna;_;167;handmaid;scorpio;;;;Am I really worth so little to you? Joke's on you, I'm getting married anyway. Farewell!;Bye;;;;;;del_handmaid;Who'd marry you?!;;;;-5;;del_handmaid;;
ravenna;;168;handmaid;;has_ravenna;400;10;That Queen of the Isle creeps me out. I don't believe she's your true friend.;Really?;;-5;-15;5;;;Shh!;<i>You can't let your ladies gossip about the guests!</i>;5;15;;;;;
ravenna;;330;king;;has_ravenna;del;400;<i>No one but you knows why the island King and Queen departed so abruptly.</i>;Got it;;;12;;;;Ughhh;;;-18;;;;;
council;council;172;king;;age>10 and dynasty>5 and !council;80;80;It's not that you're smarter than me, but you do pay more attention. How about joining the royal council?;;<i>From then on, the land's Queen was always given a role on the advisory council.</i>;-8;5;5;5;add_banker and council and add_general;More work?;;5;-10;;;;;
exploration;;173;anyone;;!has_explorer and age>3;60;80;A man claiming to be a great explorer is here to see you. He's so handsome! Please let's invite him in!;Let me see;;;5;10;;add_explorer and >;;;;-5;-8;;;;
exploration;_;174;explorer;;;;;Beautiful Queen, let me honor your name with my discoveries. With your funding, I may explore new worlds!;Oooh;;10;-5;5;-20;;I mustn't!;Then I shall remain at court, <i>he says soulfully,</i> the better to explore your world...;;;-5;10;;;
exploration;;175;explorer;;!has_cossack and !cossackjail and dynasty>3;60;80;For my next expedition, shall I cross the sea for glory, or quest North in search of treasure?;Sea!;;5;10;;-10;>>>_exploresea;North!;;;-5;;10;>>>_explorenorth;;
exploration;_exploresea;176;explorer;;;;;I return from our expedition across the sea. Alas, we were beset by storms and half your fleet was lost. ;Try north then!;;;;;-10;>>>_explorenorth;Incompetent;;-5;-5;-5;;;;
exploration;_explorenorth;178;explorer;;;;;Far to the North, we discovered a tribe of winter barbarians! I gallantly took one prisoner. What is your wish?;Send her in;;;;14;;add_cossack and >;No treasure?;;-5;;-5;;add_cossack and >;;
exploration;_;179;cossack;;;;;I could have killed him, but I wanted to meet the strange Queen. I've heard such tales of you! Let's wrestle!;Let's!;<i>Nothing went in your favor, but only your dignity was harmed.</i>;-5;10;8;12;;I can't!;<i>You have no desire to embrace the Northlanders' customs.</i>;5;5;-18;;;;
exploration;;180;archbishop;;has_explorer and has_cossack;400;12;That explorer of yours is a waste of funds. The road to Heaven is found only through the church.;;<i>The explorer left court. They say he settled down on a sunny coast, with a bride.</i>;10;;-5;10;del_explorer;;;-18;;5;-5;;;
duel;;641;cossack;;!pistol;40;120;You are Queen, yet you don't own any weapon? How strange! Let me give you this duel pistol, as a gift.;;;-5;10;5;;pistol and >;;<i>You have no desire to embrace the Northlanders' customs.</i>;;-5;-5;;;;
duel;_;642;cossack;;;;;You should learn how to use it, too. Show me your pistol, and we'll go to the duel room.;I know how!;;;;5;;>_pistoltuto;Not now;;;-5;;;;;
;_pistoltuto;1383;cossack;;!mobile_keep;;5;Well, then let's see what you got, girl! Just <*drag*> the <*pistol*> to me.;What?;;;;;;>_pistoltuto;;;;;;;;;
duel;_pistoltuto;863;cossack;;mobile_keep;;5;Well, then let's see what you got, girl! Open your <*bag*> and <*drag*> the <*pistol*> to me.;What?;;;;;;>_pistoltuto;;;;;;;;;
duel;play_pistol;643;owl;;see_cossack and !tutoduel;;max;Twoo-whoo! It's time to learn to duel. My ancient poems make the rules!;Okay;;;;;;>;What?;;;;;;>;;
duel;_startduel_tuto;644;owl;;;;;I'll show you how: I'll sing a song! You fire when the word is "wrong." Understand?;I'll try;<i>You and <cossack> take your positions back to back. The owl starts to sing.</i>;;;;;>;Wait...;;;;;;>;;
duel;_duel_tuto2;645;owl>timer;;;;;This land once had a magic Queen, who kept a palace in the wood so green.;<i>Fire!</i>;;;;;;>_duel_tuto_missed;<i>Step forward</i>;;;;;;>;mus_owl;
duel;_duel_tuto3;646;owl>timer;;;;;In time the golden crosses came, and soon we all forgot her name.;<i>Fire!</i>;;;;;;>_duel_tuto_missed;<i>Step forward</i>;;;;;;>;;
duel;_duel_tuto4;647;owl>timer;;;;;Indeed it's wrong that we forget, but the sacred doe may appear to us yet.;<i>Fire!</i>;;;;;;>_duel_tuto_won;<i>Step forward</i>;;;;;;>;;
duel;_duel_tuto5;864;owl>timer;;;;;And once again, upon that throne, a Queen will sit, and rule alone.;<i>Fire!</i>;;;;;;>_duel_tuto_late1;<i>Step forward</i>;;;;;;>_duel_tuto_late;;
duel;_duel_tuto_missed;648;owl;;;;;Alas, too soon you fired your arm! Let's start again. This time, no harm.;Okay;;;;;;>_startduel_tuto;Enough;;;;;;tutoduel;mus_stop;
duel;_duel_tuto_late1;1370;owl;;;;;Alas, you fired your arm too late! Let's try again. This time, don't wait.;Okay;;;;;;>_startduel_tuto;Enough;;;;;;tutoduel;mus_stop;
duel;_duel_tuto_late;649;owl;;;;;Alas, the song is at its end, yet you did not fire. Let's start again.;Okay;;;;;;>_startduel_tuto;Enough;;;;;;tutoduel;mus_stop;
duel;_duel_tuto_won;650;owl;;;;;That's right! The word I said was 'wrong'. Simple as that, you've won! So long!;Yessss!;;5;5;5;5;> and tutoduel;What do I get?;;5;5;5;5;> and tutoduel;mus_stop;
duel;;651;owl;;;;;That time was a lesson, but I must warn you: In future, duel mistakes could harm you.;I understand;;;;;;;Yeah, yeah;;;;;;;;
exploration;;182;cossack;;;400;8;Hey, Little Bones! Let my folk hunt your forest, and we'll share the spoils.;;;;5;-8;-10;;;;;-10;10;;;;
exploration;;183;cossack;;;400;8;Let's make an alliance, my little knucklebone! Our furs for your precious stones! Sound fair?;;;;-16;-5;-12;;Well no;;;10;;15;;;
exploration;;184;nobleman;;has_cossack;400;10;Your, er, friend, from the North? She is drinking the gentry's private wine... I beg you, make her stop! ;Fine;;;10;5;5;;Deal with it ;;;-15;-10;-15;;;
war;;186;king;;has_cossack and !war and pistol;400;50;You made friends with a Northlander? But our allies to the East are at war with them! Now we'll be dragged in!;Let's fight!;;;7;-25;;war and >>>>>>>>>>>>>>northwarfinish;I'll send her away;<i><cossack> sends you antlers and cheeses every year on your birthday.</i>;;-10;14;;del_cossack;;
war;;187;priestess;;war;400;30;The earth cries out as the armies of men trample her. Join my ritual of healing and end this war!;;<i><priestess> throws things into a fire for hours. Strangely, the war soon ends!</i>;-15;;10;;!war;;;5;;-12;;;;
war;;188;nun;;war;400;30;Forgive me, but these days of war are what comes of a Queen straying from her proper role.;Me?;;7;;;-10;;Oh, go pray;;-18;;;7;;;
war;;189;handmaid;;war;400;30;My lady, just a glimpse of your radiance could inspire hope in the people during these times. Please tour the city?;;<i>You become an emblem of national unity in wartime. The conflict soon ends.</i>;;5;15;;!war;Not now;;;-5;-13;;;;
war;;190;cossack;;war;400;30;Keep this just between us, little bones: This war has made my people feel alive again.;Same;;;8;-15;10;;That's awful;;;;10;-5;;;
war;;91;archbishop;;war and has_king;400;30;The Holy Father himself asked me why this country is at war. What is your reply?;God's will;You lie like a garden snake, <i>he hisses.</i>;-12;-11;-16;;;The King's idea;;-15;18;10;;;;
war;;92;general;;war;400;30;We've lost many men in the war. Would you please... pray to your strange god?;;Aha! I knew you were a witch! <i><general>'s courage is shaken!</i>;-10;-15;15;;;;It would just anger the other god, I'm sure, <i>he sighs.</i>;16;15;-15;;;;
war;;93;chamberlain;;war;400;30;Welp, war has driven down the price of chocolate. Might as well buy a lot...;;The Queen is so strong, even sorrow doesn't harm her appetite, <i>he quips.</i>;;-19;-23;-28;;;;;8;17;;;;
war;northwarfinish;191;general;;war and has_cossack;400;18;We can end this war if you only decree in public that <cossack> is not your friend, my Queen. Will you disavow her?;Fine;;;-16;12;-20;!war;No!;;;12;;;;;
court;;192;lady1;;has_explorer;del;50;If you ask me, that explorer is just here to spend the treasury wooing your ladies behind your back. ;Maybe so;;;-12;10;-12;;He'll find something!;<i>She falls over herself to apologize for the insult.</i>;;15;-15;;>>>175;;
deaths;;193;nobleman;;dynasty>4 and has_priestess and !redplague_reign;250;14;A scarlet rash has laid all the city low. The people are asking for a visit from Your Majesty...;;<i>You comfort sick children in the villages. Later, you notice an itch.</i>;5;-5;-10;5;>>>>;;;;;-30;-6;;;
deaths;_;194;handmaid;;;;;Oh, but your skin is so red... oh no, I'm feeling dizzy too...;The plague!;;;-12;-15;;redplague_reign;Toughen up!;;;17;-5;;redplague_reign;;
;;395;chamberlain;;redplague_reign;60;30;The royal librarian is sick with plague! How will you get your next twenty history books?;You bring them!;;;22;-5;;;Ha ha ha ;;;-11;;;;;
;;396;hunter;;redplague_reign;60;30;My lady, forgive me... to my great shame I am ill, and cannot take you riding.;It's okay;;;-5;5;-8;;Loser!;;;5;-15;;;;
;;397;king;;redplague_reign and !prince_reign;60;30;I'm so sick... I'm afraid we won't be able to try for a baby for a long time...;Oh, no;;5;10;-5;;;Woooo!;<i>You whooped loudly, but luckily no one heard.</i>;-8;-12;-10;;;;
;;398;nun;;redplague_reign;60;30;This illness is what comes of a certain royal family member's lack of piety and ill heritage...;I know;;10;-16;-8;;;Who's that?;;-10;5;14;;;;
;;399;archbishop;;redplague_reign;60;30;Can the crown care for the plague sufferers? Or must the church step in?;We can!;;;15;19;-30;;You must!;;20;-30;18;;;;
;;400;nobleman;;redplague_reign;60;30;Oh! You look, uh... my Queen, best be careful not to spread germs! Please lie down.;You're right;;;-12;-5;;;Who cares!;<i>It feels pleasant to suffer, sometimes.</i>;;12;-22;;>>>_endscarlet;;
;;401;priestess;;redplague_reign;70;40;I've seen this plague before. Here, try this olive poultice.;Thank you;<i>The contagious rash very quickly clears up!</i>;-12;;15;;!redplague_reign;Let's not;<i>It feels pleasant to suffer, sometimes.</i>;;-18;-19;-8;>>>_endscarlet;;
deaths;_endscarlet;195;end>rash;;redplague_reign;;;<i>The red plague eventually made you lose yourself. By the end, you couldn't feel anything.</i>;;;;;;;;;;;;;;;!redplague_reign;
;;1310;mirror>queen;;age=1 ;200;10000;<i>You gather the items you inherited from the last queen. Your face in the mirror is new. Your advisors are waiting.</i>;<i>Enter the throne room</i>;;-5;-5;-5;-5;;<i>Let them wait</i>;;10;10;10;10;;;
magic;;331;mirror>queen;;;del;1000;<i>Sometimes, you hear a strange voice coming from the mirror you bought from <merchant>.</i>;No;<i>You can't seem to stop looking at yourself.</i>;-10;-10;-10;-10;;Yes;<i>You can't seem to stop looking at yourself.</i>;10;10;10;10;;;
magic;;196;mirror>queen;;;300;15;It's a pleasure to have so many other women envy you, is it not? It's all right. Admit it.;No;;-10;-10;-10;-10;;Yes;;10;10;10;10;;;
magic;;1060;mirror>queen;;;300;15;Take another cream bath. Have the ladies comb your hair. Nothing is more ethical than self-care.;No;;-10;-10;-10;-10;;Yes;;10;10;10;10;;;
magic;;1061;mirror>queen;;;300;15;Your reign gives purpose to the lives of smaller people. What a gift you are to the land. Take pride.;No;;-10;-10;-10;-10;;Yes;;10;10;10;10;;;
magic;;197;mirror>queen;;;300;15;The smiles of other women are false. All they want is to take your place. Remind them why they don't deserve it.;No;;-10;-10;-10;-10;;Yes;;10;10;10;10;;;
magic;;198;mirror>queen;;;300;15;Just look at yourself, great Queen! For who in history has such an inspiring profile, such a worthy image?;No;;-10;-10;-10;-10;;Yes;;10;10;10;10;;;
magic;;199;mirror>queen;;;300;15;Why should you care for their little gifts, their petty honors? You live a life apart from the weakness of others.;No;;-10;-10;-10;-10;;Yes;;10;10;10;10;;;
magic;;200;handmaid;;has_mirror;400;12;I get a terrible feeling from that mirror. Please, lady, get rid of it! ;Yes;<i>With the mirror gone, you feel more like yourself.</i>;15;15;14;15;del_mirror and >>>>;NEVER;;-10;-10;-10;-10;;;
magic;_;201;handmaid;;;;;How can it be?! That frightening mirror is back in your room!;What...;;;;;;>;What...;;;;;;>;;
magic;_;202;handmaid;;;;;I'm only teasing, Your Highness! You looked truly afraid for a moment!;I was!;;;-12;-8;;;I was not!;;;12;8;;;;
